ZCTA5,white,black,hispanic_or_latino
29331,0.936,0.064,0
29346,0.969,0.031,0
29355,0.904,0.082,0.014
29368,1,0,0
29375,0.937,0.063,0
29426,0.352,0.643,0.005
29446,0.317,0.683,0
29452,0.106,0.894,0
29458,0.374,0.626,0
29493,0.643,0.357,0
29518,0.55,0.45,0
29519,0.338,0.662,0
29543,0.889,0.111,0
29594,0.836,0.164,0
29620,0.654,0.341,0.005
29643,0.969,0.003,0.028
29659,0.783,0.217,0
29665,0.537,0,0.463
29667,0.9,0.1,0
29683,1,0,0
29708,0.904,0.05,0.046
29724,1,0,0
29826,0.264,0.736,0
29828,0.768,0.232,0
29844,0.857,0.143,0
29921,0.16,0.84,0
29932,0.489,0.425,0.086
29941,0.391,0.609,0
29943,0.523,0.477,0
30141,0.741,0.215,0.044
30148,0.869,0,0.131
30216,0.648,0.344,0.008
30284,1,0,0
30289,0.627,0.373,0
30426,0.456,0.544,0
30438,0.762,0.238,0
30448,0.519,0.481,0
30449,0.675,0.325,0
30454,1,0,0
30464,0.455,0.545,0
30522,1,0,0
30528,0.944,0.022,0.034
30538,0.977,0.023,0
30573,1,0,0
30623,0.328,0.485,0.187
30664,0.103,0.897,0
30665,0.237,0.763,0
30746,1,0,0
30751,1,0,0
30756,0.264,0,0.736
30812,0.715,0.285,0
30818,0.636,0.112,0.252
30822,1,0,0
30830,0.399,0.567,0.034
31003,0.846,0.154,0
31016,0.499,0.501,0
31045,0.255,0.745,0
31067,0.657,0.343,0
31081,1,0,0
31083,0.838,0.162,0
31084,1,0,0
31303,0.845,0.155,0
31307,0.868,0.074,0.058
31318,1,0,0
31327,0.393,0.607,0
31411,0.962,0.011,0.027
31520,0.383,0.53,0.087
31552,0.992,0.008,0
31556,1,0,0
31561,1,0,0
31565,0.749,0.231,0.02
31623,0.489,0.511,0
31625,0.671,0.329,0
31641,0.691,0.261,0.048
31645,0.844,0.113,0.043
31705,0.266,0.706,0.028
31733,0.81,0.19,0
31798,0.908,0.092,0
31814,0.538,0.462,0
31821,0.079,0.921,0
31824,0.45,0.534,0.016
31827,0.296,0.693,0.011
31832,0.815,0.185,0
31836,0.583,0.417,0
32009,0.965,0.009,0.026
32061,1,0,0
32079,0.902,0.098,0
32096,0.706,0.254,0.04
32133,1,0,0
32147,1,0,0
32157,0.43,0,0.57
32187,0.84,0.151,0.009
32209,0.03,0.953,0.017
32250,0.909,0.032,0.059
32356,1,0,0
32361,1,0,0
32423,0.679,0.321,0
32432,1,0,0
32449,1,0,0
32461,1,0,0
32463,0.83,0.17,0
32681,1,0,0
32692,1,0,0
32970,0,1,0
33702,0.867,0.057,0.076
33855,1,0,0
34138,1,0,0
34140,1,0,0
34201,0.958,0,0.042
34268,0,1,0
34289,0.981,0,0.019
34661,1,0,0
34679,1,0,0
34684,0.914,0.035,0.051
34762,0.879,0.121,0
35045,0.81,0.149,0.041
35052,0.871,0.129,0
35060,0.595,0.405,0
35072,0.594,0.406,0
35112,1,0,0
35119,0,1,0
35125,0.903,0.089,0.008
35149,0.654,0.346,0
35176,1,0,0
35183,0.977,0.023,0
35187,0,1,0
35213,0.915,0.06,0.025
35441,0.533,0.467,0
35457,0,1,0
35458,1,0,0
35460,0.049,0.951,0
35477,0,1,0
35480,0.777,0.223,0
35542,0.987,0.013,0
35545,1,0,0
35559,1,0,0
35576,0.846,0.15,0.004
35577,1,0,0
35615,0.583,0.417,0
35670,0.941,0.038,0.021
35741,0.988,0.008,0.004
35745,1,0,0
35769,0.95,0.015,0.035
35774,0.944,0.056,0
35972,1,0,0
35975,1,0,0
35986,0.917,0.024,0.059
35990,1,0,0
36003,0.393,0.598,0.009
36016,0.471,0.515,0.014
36026,0.949,0.051,0
36030,0.568,0.432,0
36031,0,1,0
36032,0.233,0.767,0
36038,0.122,0.878,0
36039,0.127,0.873,0
36083,0.057,0.921,0.022
36263,0.972,0.028,0
36267,1,0,0
36310,0.635,0.342,0.023
36373,0.398,0.602,0
36432,0.727,0.268,0.005
36435,0.065,0.935,0
36436,0.78,0.22,0
36444,0.632,0.368,0
36446,0.537,0.463,0
36454,1,0,0
36470,0.424,0.576,0
36471,0.428,0.572,0
36473,1,0,0
36481,0.161,0.839,0
36482,0.288,0.712,0
36511,1,0,0
36539,0.914,0.086,0
36540,0.405,0.595,0
36543,1,0,0
36548,0.537,0.463,0
36559,1,0,0
36564,1,0,0
36569,0.642,0.358,0
36585,0.834,0.166,0
36608,0.664,0.293,0.043
36720,0.03,0.97,0
36722,0.441,0.559,0
36723,0,1,0
36727,0.911,0.089,0
36728,0.223,0.777,0
36736,0.283,0.717,0
36749,0.589,0.411,0
36751,0.045,0.955,0
36753,0.348,0.652,0
36758,0.748,0.252,0
36763,0.698,0.302,0
36767,0.171,0.829,0
36769,0.348,0.63,0.022
36790,0.778,0.222,0
36792,0.962,0.038,0
36793,0.866,0.134,0
36858,0.23,0.77,0
36859,0.675,0.325,0
36865,0.167,0.833,0
36901,0.165,0.835,0
36910,0.439,0.561,0
36913,1,0,0
37012,0.981,0.019,0
37047,0.935,0.01,0.055
37057,1,0,0
37078,1,0,0
37118,1,0,0
37149,0.992,0.008,0
37165,1,0,0
37171,0.951,0.049,0
37214,0.797,0.144,0.059
37340,1,0,0
37369,1,0,0
37396,1,0,0
37403,0.744,0.209,0.047
37719,1,0,0
37730,1,0,0
37731,0.987,0.013,0
37732,1,0,0
37733,1,0,0
37743,0.951,0.026,0.023
37845,1,0,0
37848,1,0,0
37851,1,0,0
38007,1,0,0
38021,1,0,0
38046,0.905,0.095,0
38047,1,0,0
38077,1,0,0
38254,1,0,0
38333,1,0,0
38345,0.94,0.06,0
38347,1,0,0
38352,0.926,0.043,0.031
38365,1,0,0
38376,1,0,0
38379,0.889,0.106,0.005
38387,1,0,0
38391,0.139,0.861,0
38452,1,0,0
38455,0.651,0.349,0
38475,1,0,0
38476,1,0,0
38485,0.967,0.023,0.01
38486,1,0,0
38504,0.97,0,0.03
38552,1,0,0
38567,0.967,0,0.033
38569,1,0,0
38578,1,0,0
38583,0.954,0.021,0.025
38589,1,0,0
38601,0.493,0.473,0.034
38621,0.208,0.768,0.024
38622,0.276,0.724,0
38623,0.101,0.899,0
38630,0,1,0
38639,0,1,0
38642,0.467,0.533,0
38644,0.239,0.761,0
38658,0.8,0.2,0
38661,0.67,0.33,0
38665,0.933,0.05,0.017
38674,0.61,0.39,0
38685,0.608,0.392,0
38704,1,0,0
38720,0.611,0.389,0
38722,0.167,0.833,0
38723,1,0,0
38726,0.109,0.891,0
38731,0.157,0.843,0
38737,0.336,0.66,0.004
38745,0.342,0.658,0
38746,0.226,0.774,0
38749,0.769,0.231,0
38760,0.012,0.988,0
38765,0,1,0
38767,0,1,0
38768,0,1,0
38772,0.1,0.9,0
38774,0.032,0.968,0
38838,1,0,0
38844,1,0,0
38847,0.988,0.006,0.006
38848,0.995,0.005,0
38862,0.659,0.341,0
38913,1,0,0
38923,0.438,0.562,0
38924,0.303,0.697,0
38927,0.499,0.501,0
38928,0,1,0
38929,0.61,0.39,0
38940,0.841,0.159,0
38943,0.874,0.126,0
38944,0.717,0.283,0
38946,0.267,0.733,0
38949,1,0,0
38950,0.328,0.672,0
38952,0.372,0.628,0
38953,0.885,0.115,0
38958,0,1,0
38961,0.699,0.301,0
38962,0.408,0.592,0
39040,0.692,0.308,0
39054,0.009,0.991,0
39066,0.293,0.695,0.012
39078,0.571,0.396,0.033
39086,0.098,0.902,0
39088,1,0,0
39113,0.109,0.879,0.012
39115,0,1,0
39146,0.157,0.843,0
39149,0.479,0.521,0
39156,0.695,0.305,0
39159,0.279,0.716,0.005
39162,0.655,0.345,0
39166,0.242,0.758,0
39169,0.039,0.961,0
39174,0.025,0.975,0
39177,0.966,0.034,0
39179,0.228,0.772,0
39192,0.609,0.391,0
39326,0.514,0.486,0
39332,0.768,0.232,0
39336,0.447,0.553,0
39337,0.954,0.046,0
39339,0.454,0.535,0.011
39342,0.373,0.621,0.006
39348,0.041,0.959,0
39352,0.457,0.543,0
39354,0.656,0.344,0
39356,0.678,0.322,0
39360,0.344,0.656,0
39361,0.327,0.673,0
39363,0.659,0.341,0
39427,0.54,0.46,0
39464,1,0,0
39478,0.492,0.508,0
39481,1,0,0
39630,0.336,0.664,0
39635,1,0,0
39638,0.477,0.523,0
39641,0.844,0.156,0
39661,0.427,0.573,0
39662,0.769,0.231,0
39664,0.916,0.084,0
39668,0.416,0.584,0
39737,0.219,0.781,0
39741,0.728,0.272,0
39769,0.791,0.209,0
39771,0.677,0.323,0
39824,0.498,0.502,0
39836,0.568,0.432,0
39885,0.788,0.212,0
39886,0.61,0.39,0
40007,1,0,0
40025,0.911,0,0.089
40036,1,0,0
40040,0.998,0,0.002
40048,1,0,0
40049,1,0,0
40058,1,0,0
40062,1,0,0
40070,0.977,0.023,0
40077,1,0,0
40104,1,0,0
40110,1,0,0
40111,0.953,0.041,0.006
40140,1,0,0
40145,1,0,0
40157,1,0,0
40161,0.836,0.164,0
40171,1,0,0
40215,0.596,0.334,0.07
40350,1,0,0
40376,1,0,0
40434,1,0,0
40448,1,0,0
40460,1,0,0
40481,1,0,0
40486,1,0,0
40737,1,0,0
40743,1,0,0
40763,1,0,0
40808,1,0,0
40813,0.976,0.024,0
40815,1,0,0
40816,1,0,0
40818,1,0,0
40819,1,0,0
40820,1,0,0
40824,1,0,0
40826,1,0,0
40827,1,0,0
40829,1,0,0
40830,1,0,0
40840,1,0,0
40843,1,0,0
40844,1,0,0
40845,1,0,0
40847,1,0,0
40854,0.995,0,0.005
40856,1,0,0
40858,1,0,0
40863,1,0,0
40865,0.957,0.033,0.01
40868,1,0,0
40902,1,0,0
40903,0.905,0.095,0
40914,1,0,0
40915,1,0,0
40927,1,0,0
40939,1,0,0
40940,1,0,0
40941,1,0,0
40943,1,0,0
40946,1,0,0
40953,1,0,0
40958,1,0,0
40964,1,0,0
40979,1,0,0
40983,1,0,0
40995,1,0,0
40997,1,0,0
41044,1,0,0
41052,1,0,0
41055,0.943,0.057,0
41062,1,0,0
41086,0.961,0.026,0.013
41121,1,0,0
41135,1,0,0
41142,1,0,0
41149,1,0,0
41159,1,0,0
41183,0.994,0.004,0.002
41201,1,0,0
41204,1,0,0
41214,1,0,0
41219,1,0,0
41226,1,0,0
41231,1,0,0
41232,1,0,0
41234,1,0,0
41238,0.99,0,0.01
41250,1,0,0
41255,1,0,0
41257,1,0,0
41260,0.99,0.01,0
41262,1,0,0
41265,1,0,0
41268,1,0,0
41271,1,0,0
41274,0.953,0.047,0
41317,1,0,0
41348,1,0,0
41360,0.995,0.005,0
41366,1,0,0
41367,1,0,0
41385,0.998,0.002,0
41390,1,0,0
41397,1,0,0
41408,1,0,0
41464,1,0,0
41513,1,0,0
41517,1,0,0
41524,1,0,0
41526,1,0,0
41531,0.968,0.032,0
41534,1,0,0
41535,1,0,0
41538,1,0,0
41539,1,0,0
41540,1,0,0
41543,1,0,0
41547,1,0,0
41548,0.961,0,0.039
41553,0.996,0.004,0
41557,0.993,0,0.007
41559,1,0,0
41560,1,0,0
41563,1,0,0
41564,0.977,0.023,0
41566,1,0,0
41567,1,0,0
41568,1,0,0
41571,1,0,0
41601,1,0,0
41602,1,0,0
41603,1,0,0
41604,1,0,0
41605,0.97,0,0.03
41607,1,0,0
41615,0.984,0,0.016
41619,1,0,0
41621,1,0,0
41622,1,0,0
41631,1,0,0
41632,1,0,0
41636,1,0,0
41642,1,0,0
41643,1,0,0
41650,1,0,0
41655,1,0,0
41659,1,0,0
41660,1,0,0
41667,1,0,0
41712,1,0,0
41713,1,0,0
41714,1,0,0
41719,0.962,0.038,0
41723,0.978,0.022,0
41727,1,0,0
41735,1,0,0
41739,0.915,0.085,0
41745,1,0,0
41751,1,0,0
41754,1,0,0
41759,1,0,0
41760,1,0,0
41762,1,0,0
41763,1,0,0
41764,1,0,0
41766,1,0,0
41772,1,0,0
41775,1,0,0
41777,0.963,0,0.037
41804,1,0,0
41810,1,0,0
41815,1,0,0
41817,1,0,0
41821,1,0,0
41822,0.986,0.001,0.013
41825,1,0,0
41832,1,0,0
41833,1,0,0
41836,0.927,0.073,0
41838,1,0,0
41849,1,0,0
41855,0.987,0,0.013
41859,0.987,0.013,0
41861,1,0,0
41862,1,0,0
42036,1,0,0
42037,1,0,0
42045,1,0,0
42054,0.986,0.014,0
42060,1,0,0
42061,1,0,0
42083,1,0,0
42102,1,0,0
42130,1,0,0
42141,0.923,0.044,0.033
42154,0.976,0,0.024
42156,0.974,0.026,0
42157,1,0,0
42163,1,0,0
42204,0.897,0.103,0
42207,1,0,0
42217,0.95,0.04,0.01
42273,1,0,0
42275,0.987,0.013,0
42280,1,0,0
42321,0.951,0.049,0
42322,1,0,0
42332,0.945,0.055,0
42333,0.986,0.012,0.002
42338,1,0,0
42339,0.977,0.023,0
42349,0.988,0.012,0
42356,0.786,0.214,0
42440,0.987,0.013,0
42451,1,0,0
42463,1,0,0
42516,1,0,0
42603,1,0,0
42631,1,0,0
42638,1,0,0
42647,1,0,0
42715,1,0,0
42726,0.974,0.006,0.02
42731,1,0,0
42758,1,0,0
42762,1,0,0
42764,1,0,0
42788,1,0,0
43005,1,0,0
43006,1,0,0
43010,1,0,0
43011,0.973,0.012,0.015
43032,1,0,0
43036,0.98,0.02,0
43037,0.994,0.006,0
43070,1,0,0
43105,0.983,0.001,0.016
43111,1,0,0
43117,1,0,0
43127,1,0,0
43145,0.995,0,0.005
43317,0.933,0.067,0
43351,0.973,0.001,0.026
43359,1,0,0
43407,0.767,0.026,0.207
43433,1,0,0
43439,1,0,0
43446,1,0,0
43463,1,0,0
43464,1,0,0
43467,1,0,0
43468,0.907,0.025,0.068
43519,1,0,0
43531,1,0,0
43536,1,0,0
43542,0.995,0.005,0
43547,1,0,0
43553,0.813,0.187,0
43611,0.81,0.113,0.077
43711,1,0,0
43720,1,0,0
43734,1,0,0
43735,1,0,0
43736,1,0,0
43738,1,0,0
43746,0.959,0.041,0
43750,1,0,0
43754,0.992,0.003,0.005
43761,1,0,0
43779,1,0,0
43802,1,0,0
43805,1,0,0
43832,0.978,0.002,0.02
43836,1,0,0
43842,1,0,0
43902,1,0,0
43905,1,0,0
43908,0.996,0.004,0
43913,1,0,0
43914,1,0,0
43925,1,0,0
43926,1,0,0
43927,1,0,0
43931,1,0,0
43932,0.997,0.003,0
43933,1,0,0
43934,1,0,0
43940,1,0,0
43951,1,0,0
43962,1,0,0
43970,1,0,0
43972,1,0,0
43974,1,0,0
43985,1,0,0
44049,1,0,0
44080,1,0,0
44084,0.985,0.013,0.002
44099,0.98,0.02,0
44250,0.828,0.172,0
44285,1,0,0
44418,1,0,0
44427,0.953,0,0.047
44439,1,0,0
44449,1,0,0
44454,0.919,0,0.081
44470,0.998,0.002,0
44493,1,0,0
44610,1,0,0
44625,0.895,0.1,0.005
44628,0.997,0,0.003
44633,0.998,0.002,0
44638,0.975,0,0.025
44651,1,0,0
44652,1,0,0
44669,1,0,0
44670,1,0,0
44671,1,0,0
44678,1,0,0
44687,0.954,0.046,0
44690,1,0,0
44693,1,0,0
44699,1,0,0
44816,1,0,0
44825,1,0,0
44828,1,0,0
44850,1,0,0
44856,1,0,0
44861,1,0,0
44880,0.96,0,0.04
44881,1,0,0
45032,1,0,0
45033,1,0,0
45034,1,0,0
45041,1,0,0
45053,1,0,0
45111,0.71,0.29,0
45131,1,0,0
45145,1,0,0
45147,1,0,0
45160,0.988,0,0.012
45166,1,0,0
45168,0.986,0,0.014
45172,1,0,0
45301,1,0,0
45302,0.997,0,0.003
45310,1,0,0
45321,1,0,0
45327,0.97,0.012,0.018
45330,0.987,0.005,0.008
45333,1,0,0
45336,1,0,0
45340,1,0,0
45350,1,0,0
45351,0.992,0.008,0
45352,0.821,0.179,0
45353,1,0,0
45354,0.957,0.013,0.03
45370,1,0,0
45428,0.699,0.301,0
45618,1,0,0
45621,1,0,0
45622,1,0,0
45646,1,0,0
45659,0.997,0.003,0
45671,1,0,0
45698,1,0,0
45715,0.959,0,0.041
45716,0.995,0,0.005
45721,1,0,0
45727,1,0,0
45740,1,0,0
45741,1,0,0
45745,0.997,0,0.003
45766,1,0,0
45770,1,0,0
45773,1,0,0
45775,1,0,0
45787,1,0,0
45789,1,0,0
45826,1,0,0
45833,0.959,0.009,0.032
45836,0.98,0.01,0.01
45858,0.939,0,0.061
45864,0.993,0,0.007
45866,1,0,0
45870,1,0,0
45888,1,0,0
45890,0.977,0.007,0.016
45897,1,0,0
46039,1,0,0
46045,1,0,0
46047,1,0,0
46049,1,0,0
46103,1,0,0
46117,1,0,0
46121,0.994,0.002,0.004
46125,1,0,0
46127,1,0,0
46146,1,0,0
46155,1,0,0
46162,1,0,0
46175,0.997,0,0.003
46182,0.995,0.005,0
46183,1,0,0
46290,1,0,0
46365,1,0,0
46381,1,0,0
46404,0.026,0.952,0.022
46502,1,0,0
46508,1,0,0
46536,0.986,0,0.014
46571,0.958,0,0.042
46574,0.973,0.006,0.021
46595,1,0,0
46704,1,0,0
46705,0.993,0.001,0.006
46714,0.965,0.013,0.022
46731,0.943,0,0.057
46759,1,0,0
46786,1,0,0
46913,0.981,0,0.019
46922,1,0,0
46930,1,0,0
46943,1,0,0
46946,1,0,0
46950,0.989,0.011,0
46957,1,0,0
46961,1,0,0
46984,1,0,0
46985,1,0,0
46998,1,0,0
47010,1,0,0
47017,1,0,0
47020,1,0,0
47035,1,0,0
47036,0.998,0,0.002
47104,1,0,0
47110,1,0,0
47114,1,0,0
47116,1,0,0
47123,1,0,0
47160,1,0,0
47177,0.936,0,0.064
47223,1,0,0
47224,0.976,0.024,0
47227,1,0,0
47234,1,0,0
47243,0.952,0.035,0.013
47264,1,0,0
47270,1,0,0
47272,0.988,0.011,0.001
47324,1,0,0
47325,1,0,0
47337,0.972,0,0.028
47344,1,0,0
47354,1,0,0
47367,1,0,0
47373,0.998,0,0.002
47420,1,0,0
47427,1,0,0
47437,1,0,0
47453,1,0,0
47467,1,0,0
47515,1,0,0
47519,1,0,0
47521,1,0,0
47525,1,0,0
47527,0.964,0.036,0
47531,1,0,0
47537,0.989,0,0.011
47541,0.994,0,0.006
47551,1,0,0
47564,1,0,0
47574,1,0,0
47575,1,0,0
47576,1,0,0
47580,1,0,0
47584,1,0,0
47590,1,0,0
47596,1,0,0
47633,0.993,0.007,0
47654,1,0,0
47708,0.933,0.067,0
47836,1,0,0
47838,0.756,0.214,0.03
47842,0.981,0.005,0.014
47849,1,0,0
47853,1,0,0
47854,1,0,0
47858,1,0,0
47863,1,0,0
47865,1,0,0
47869,0.551,0.449,0
47916,0.982,0,0.018
47924,1,0,0
47950,1,0,0
47964,1,0,0
47981,1,0,0
47983,1,0,0
47997,1,0,0
48050,1,0,0
48139,0.864,0.136,0
48177,1,0,0
48190,0.722,0.278,0
48356,0.98,0,0.02
48411,1,0,0
48413,0.971,0.007,0.022
48434,1,0,0
48437,0.896,0.086,0.018
48440,0.9,0.1,0
48449,0.972,0.012,0.016
48467,0.991,0,0.009
48506,0.82,0.116,0.064
48611,0.964,0,0.036
48630,1,0,0
48633,1,0,0
48649,0.982,0,0.018
48706,0.938,0.014,0.048
48720,0.991,0,0.009
48743,1,0,0
48816,1,0,0
48852,1,0,0
48857,0.98,0.003,0.017
48873,0.995,0,0.005
48874,1,0,0
49071,0.934,0.018,0.048
49116,1,0,0
49120,0.895,0.055,0.05
49202,0.85,0.105,0.045
49224,0.768,0.185,0.047
49245,0.975,0.003,0.022
49261,1,0,0
49263,1,0,0
49320,1,0,0
49405,0.958,0.015,0.027
49434,1,0,0
49458,1,0,0
49775,1,0,0
49796,0.991,0.009,0
49805,1,0,0
49815,0.988,0.012,0
49819,1,0,0
49863,1,0,0
49872,1,0,0
49873,1,0,0
49877,1,0,0
49881,1,0,0
49894,1,0,0
49901,1,0,0
49918,1,0,0
49929,1,0,0
49934,1,0,0
49942,1,0,0
49955,1,0,0
49965,0.99,0,0.01
50006,0.971,0,0.029
50012,0.932,0.026,0.042
50032,1,0,0
50034,1,0,0
50038,1,0,0
50041,1,0,0
50042,1,0,0
50044,0.999,0,0.001
50057,1,0,0
50058,0.989,0,0.011
50074,1,0,0
50101,1,0,0
50102,1,0,0
50104,1,0,0
50108,1,0,0
50117,1,0,0
50127,1,0,0
50138,0.969,0.008,0.023
50144,0.985,0,0.015
50150,0.97,0,0.03
50165,1,0,0
50218,1,0,0
50223,1,0,0
50227,1,0,0
50230,0.976,0,0.024
50231,0.84,0,0.16
50234,0.983,0.003,0.014
50256,1,0,0
50272,1,0,0
50420,0.992,0.008,0
50426,1,0,0
50433,1,0,0
50454,1,0,0
50457,1,0,0
50465,0.871,0,0.129
50521,1,0,0
50523,0.996,0,0.004
50527,1,0,0
50528,1,0,0
50551,1,0,0
50573,1,0,0
50594,0.927,0,0.073
50605,1,0,0
50612,1,0,0
50638,0.99,0.01,0
50654,1,0,0
50664,1,0,0
50673,1,0,0
50835,1,0,0
50837,0.996,0,0.004
50842,1,0,0
50843,1,0,0
50846,0.995,0,0.005
50847,1,0,0
50860,1,0,0
51007,0.913,0.025,0.062
51008,0.981,0,0.019
51244,1,0,0
51245,0.907,0.008,0.085
51343,1,0,0
51351,0.978,0.004,0.018
51433,1,0,0
51436,1,0,0
51440,1,0,0
51444,1,0,0
51451,1,0,0
51459,0.986,0,0.014
51463,0.998,0.002,0
51520,1,0,0
51526,0.992,0,0.008
51541,1,0,0
51549,0.988,0,0.012
51550,1,0,0
51573,0.997,0,0.003
51578,1,0,0
51636,1,0,0
51647,1,0,0
51648,1,0,0
51650,1,0,0
51656,1,0,0
52032,0.999,0,0.001
52044,1,0,0
52064,0.994,0,0.006
52066,1,0,0
52070,0.999,0.001,0
52074,1,0,0
52077,1,0,0
52078,0.998,0,0.002
52140,1,0,0
52164,0.992,0,0.008
52166,1,0,0
52168,0.996,0,0.004
52170,0.994,0,0.006
52203,0.988,0.012,0
52212,1,0,0
52219,1,0,0
52220,1,0,0
52221,1,0,0
52223,0.999,0,0.001
52225,1,0,0
52231,1,0,0
52257,1,0,0
52307,0.654,0.346,0
52313,1,0,0
52323,0.988,0,0.012
52340,0.881,0.015,0.104
52348,1,0,0
52351,0.975,0.004,0.021
52354,1,0,0
52361,0.983,0.006,0.011
52531,0.971,0.001,0.028
52543,1,0,0
52544,0.971,0.008,0.021
52548,0.979,0.021,0
52551,1,0,0
52566,1,0,0
52573,1,0,0
52574,0.995,0,0.005
52583,1,0,0
52585,1,0,0
52588,1,0,0
52619,1,0,0
52624,1,0,0
52657,1,0,0
52659,0.982,0,0.018
52660,1,0,0
52727,1,0,0
52760,1,0,0
52804,0.844,0.087,0.069
53003,1,0,0
53033,0.978,0.002,0.02
53037,0.973,0.01,0.017
53047,1,0,0
53069,1,0,0
53192,1,0,0
53501,1,0,0
53526,1,0,0
53563,0.967,0.009,0.024
53580,0.997,0,0.003
53599,1,0,0
53702,1,0,0
53801,0.964,0.002,0.034
53802,1,0,0
53817,1,0,0
53928,1,0,0
53931,0.992,0,0.008
53947,1,0,0
54006,1,0,0
54010,1,0,0
54082,1,0,0
54151,0.99,0,0.01
54173,0.997,0.003,0
54207,1,0,0
54214,1,0,0
54217,0.975,0.001,0.024
54230,0.982,0,0.018
54417,1,0,0
54465,0.995,0,0.005
54525,1,0,0
54529,1,0,0
54561,1,0,0
54565,1,0,0
54622,0.967,0.003,0.03
54641,1,0,0
54643,1,0,0
54654,1,0,0
54726,0.984,0.003,0.013
54760,1,0,0
54765,1,0,0
54769,0.986,0.012,0.002
54773,0.967,0.007,0.026
54842,1,0,0
54857,1,0,0
54922,0.884,0.004,0.112
54927,1,0,0
54947,0.982,0.004,0.014
54980,1,0,0
55029,1,0,0
55031,0.979,0,0.021
55056,0.967,0.008,0.025
55066,0.947,0.017,0.036
55111,0,1,0
55349,0.96,0.001,0.039
55385,0.976,0.003,0.021
55601,1,0,0
55609,1,0,0
55766,1,0,0
55784,0.943,0,0.057
55933,0.981,0,0.019
55955,0.976,0,0.024
55961,1,0,0
55973,1,0,0
56022,1,0,0
56035,1,0,0
56046,0.933,0.067,0
56056,1,0,0
56075,1,0,0
56089,1,0,0
56125,1,0,0
56141,0.994,0,0.006
56146,1,0,0
56147,1,0,0
56160,1,0,0
56162,1,0,0
56174,0.947,0.006,0.047
56177,1,0,0
56207,1,0,0
56210,1,0,0
56223,0.991,0,0.009
56226,1,0,0
56227,1,0,0
56240,0.994,0.003,0.003
56249,1,0,0
56255,0.997,0.003,0
56263,0.994,0.006,0
56266,0.975,0.005,0.02
56274,1,0,0
56276,1,0,0
56287,1,0,0
56288,0.988,0,0.012
56292,1,0,0
56294,1,0,0
56323,0.975,0,0.025
56331,0.965,0,0.035
56335,1,0,0
56340,0.993,0.001,0.006
56356,1,0,0
56371,0.951,0,0.049
56389,1,0,0
56434,1,0,0
56448,0.992,0,0.008
56456,1,0,0
56465,0.996,0.002,0.002
56541,1,0,0
56543,0.988,0,0.012
56551,0.982,0.012,0.006
56565,1,0,0
56574,0.895,0,0.105
56577,1,0,0
56590,1,0,0
56629,1,0,0
56637,1,0,0
56647,0.968,0,0.032
56685,1,0,0
56711,1,0,0
56720,1,0,0
56733,0.998,0,0.002
56759,1,0,0
57001,0.989,0,0.011
57010,1,0,0
57027,1,0,0
57041,1,0,0
57043,0.982,0,0.018
57055,1,0,0
57057,1,0,0
57061,0.753,0,0.247
57117,1,0,0
57217,1,0,0
57223,0.992,0,0.008
57237,1,0,0
57246,1,0,0
57247,1,0,0
57269,1,0,0
57321,0.995,0.005,0
57335,1,0,0
57337,1,0,0
57348,0.988,0,0.012
57358,1,0,0
57364,1,0,0
57376,0.998,0,0.002
57379,1,0,0
57384,0.98,0,0.02
57386,1,0,0
57420,1,0,0
57421,1,0,0
57426,1,0,0
57429,1,0,0
57433,0.933,0.067,0
57435,1,0,0
57439,1,0,0
57449,1,0,0
57450,1,0,0
57455,1,0,0
57461,1,0,0
57466,1,0,0
57467,1,0,0
57470,1,0,0
57473,0.987,0,0.013
57476,1,0,0
57520,0.994,0,0.006
57531,1,0,0
57537,1,0,0
57540,1,0,0
57562,1,0,0
57571,1,0,0
57584,1,0,0
57631,1,0,0
57650,1,0,0
57651,0.965,0,0.035
57755,1,0,0
57758,1,0,0
57779,1,0,0
57780,1,0,0
57787,0.975,0.025,0
57788,1,0,0
57791,1,0,0
57792,1,0,0
58001,1,0,0
58002,1,0,0
58007,1,0,0
58009,1,0,0
58016,1,0,0
58018,1,0,0
58029,1,0,0
58052,1,0,0
58057,1,0,0
58058,1,0,0
58063,0.98,0,0.02
58065,1,0,0
58069,1,0,0
58219,1,0,0
58222,0.992,0,0.008
58223,1,0,0
58224,1,0,0
58230,1,0,0
58238,1,0,0
58239,1,0,0
58241,1,0,0
58254,1,0,0
58311,1,0,0
58321,1,0,0
58323,1,0,0
58325,1,0,0
58332,1,0,0
58338,1,0,0
58339,1,0,0
58345,1,0,0
58353,1,0,0
58355,1,0,0
58361,1,0,0
58362,1,0,0
58363,1,0,0
58372,1,0,0
58415,1,0,0
58423,1,0,0
58424,1,0,0
58426,1,0,0
58428,1,0,0
58429,1,0,0
58431,1,0,0
58439,1,0,0
58440,1,0,0
58445,1,0,0
58452,1,0,0
58463,1,0,0
58467,0.987,0,0.013
58475,0.865,0,0.135
58479,1,0,0
58484,1,0,0
58486,1,0,0
58488,1,0,0
58490,1,0,0
58496,1,0,0
58497,1,0,0
58524,1,0,0
58542,1,0,0
58549,1,0,0
58569,0.886,0,0.114
58581,1,0,0
58620,1,0,0
58627,1,0,0
58632,1,0,0
58634,1,0,0
58641,1,0,0
58713,1,0,0
58723,1,0,0
58734,1,0,0
58744,1,0,0
58752,1,0,0
58755,1,0,0
58773,1,0,0
